average_temperature,max_temperature,min_temperature,rainfall,rain_type,snow_depth,snow_type,sunshine_hours,average_wind_speed,max_wind_speed,gusts,date
12.2,16.3,12.2,0.1,ri,0,0,5.1,1.8,5.6,12.0,2019-09-27
8.6,14.0,4.2,0.0,,0,0,10.2,1.8,3.6,5.7,2019-09-28
7.1,12.3,3.3,0.0,,0,0,10.4,1.3,3.5,5.8,2019-09-29
6.7,11.3,4.1,0.0,,0,0,8.1,1.3,2.5,3.6,2019-09-30
6.8,10.2,2.1,0.0,,0,0,1.3,1.4,3.1,4.5,2019-10-01
6.8,8.9,6.2,0.0,,0,0,1.8,4.2,8.4,14.1,2019-10-02
7.7,8.8,5.4,3.2,ri,0,0,0.0,6.4,11.1,18.6,2019-10-03
8.9,11.0,7.5,4.9,ri,0,0,2.0,8.2,14.5,23.6,2019-10-04
8.8,10.3,8.1,16.2,ri,0,0,0.0,5.8,12.8,20.2,2019-10-05
9.6,11.2,7.4,12.6,ri,0,0,2.3,3.9,5.8,10.1,2019-10-06
11.0,13.1,8.7,5.6,ri,0,0,0.0,5.0,9.9,17.7,2019-10-07
10.1,13.2,6.9,2.8,ri,0,0,3.1,1.1,4.0,7.4,2019-10-08
7.8,12.6,6.5,0.3,ri,0,0,4.0,2.1,4.9,8.1,2019-10-09
5.5,8.4,2.1,0.0,,0,0,4.7,3.3,7.1,15.1,2019-10-10
7.8,10.1,6.0,0.0,,0,0,2.1,1.9,4.6,8.2,2019-10-11
5.4,9.0,3.7,0.0,,0,0,2.2,2.7,4.9,7.4,2019-10-12
5.6,6.9,4.3,0.0,,0,0,0.2,3.7,6.8,10.4,2019-10-13
6.5,8.4,3.9,0.0,,0,0,4.0,6.1,9.4,18.0,2019-10-14
10.0,11.0,6.9,7.0,ri,0,0,2.2,8.1,11.7,19.7,2019-10-15
10.1,11.8,9.5,0.7,ri,0,0,0.0,4.0,8.9,17.0,2019-10-16
5.4,10.6,3.8,0.0,,0,0,7.5,1.5,4.0,6.2,2019-10-17
3.6,8.4,0.2,0.0,,0,0,7.4,1.7,4.2,7.0,2019-10-18
4.9,7.1,3.3,0.4,ri,0,0,2.7,1.5,3.5,5.4,2019-10-19
6.5,8.1,4.2,0.5,ri,0,0,0.0,4.6,9.4,17.8,2019-10-20
4.2,9.1,3.3,16.2,ri,0,0,3.2,4.1,8.4,14.6,2019-10-21
0.5,3.5,-0.7,0.0,,0,0,0.0,4.0,6.7,14.2,2019-10-22
-2.3,1.2,-2.8,0.0,,0,0,7.4,5.4,7.6,14.5,2019-10-23
-0.4,1.4,-3.8,0.2,sn,0,0,0.0,5.6,11.2,20.3,2019-10-24
-0.1,1.8,-1.1,0.0,,0,2,4.1,6.1,9.3,17.8,2019-10-25
-0.9,4.1,-2.8,0.0,,0,0,8.1,1.5,5.3,10.2,2019-10-26
-0.5,4.0,-6.1,0.0,,0,0,7.9,1.0,2.1,3.2,2019-10-27
3.5,7.2,0.2,0.2,ri,0,0,3.3,1.6,3.2,5.4,2019-10-28
5.9,6.8,4.2,0.6,ri,0,0,0.0,2.9,4.5,7.6,2019-10-29
5.8,7.1,4.7,2.1,ri,0,0,0.0,2.6,3.5,6.8,2019-10-30
4.2,6.2,3.2,3.9,ri,0,0,0.5,1.4,3.6,6.2,2019-10-31
2.5,5.8,-1.3,0.1,ri,0,0,5.4,1.8,3.5,5.9,2019-11-01
3.1,4.7,0.5,0.0,,0,0,0.0,2.9,5.4,8.3,2019-11-02
3.9,5.5,2.8,0.0,,0,0,0.0,3.4,7.5,13.6,2019-11-03
2.4,4.3,1.4,1.2,ri,0,0,1.2,2.3,5.6,8.8,2019-11-04
0.4,2.8,-0.5,4.3,ri,0,0,3.1,3.0,4.9,7.4,2019-11-05
1.4,2.7,-0.5,0.0,,0,0,4.0,3.5,4.8,7.2,2019-11-06
2.7,4.1,0.7,0.1,ri,0,0,0.0,2.9,4.2,7.0,2019-11-07
3.5,5.1,1.7,1.1,ri,0,0,0.0,7.7,10.6,20.6,2019-11-08
3.9,5.0,2.0,8.1,sl,0,0,2.8,4.1,9.9,20.4,2019-11-09
5.8,7.2,3.2,0.9,ri,0,0,0.0,8.2,12.5,23.4,2019-11-10
4.1,6.7,1.1,14.4,ri,0,0,0.0,4.1,12.2,21.0,2019-11-11
2.7,4.6,2.3,13.4,sl,0,0,0.0,3.5,5.6,9.1,2019-11-12
0.5,3.2,-0.8,1.9,sl,0,0,5.5,1.2,5.5,8.9,2019-11-13
-1.1,2.3,-4.2,0.0,,0,0,4.2,1.7,6.1,9.9,2019-11-14
3.1,5.7,-2.2,8.9,ri,0,0,0.0,5.1,12.6,21.5,2019-11-15
1.7,4.4,-0.1,8.7,sl,0,2,1.0,3.0,7.8,13.5,2019-11-16
0.1,3.7,-1.5,3.3,sl,0,2,3.3,2.8,5.0,8.1,2019-11-17
3.0,4.3,-1.6,0.1,sl,3,4,0.0,7.6,12.7,23.2,2019-11-18
4.9,6.0,3.7,1.3,ri,0,0,0.0,7.8,11.6,19.5,2019-11-19
4.3,5.5,3.6,0.7,ri,0,0,2.4,3.8,6.8,11.3,2019-11-20
5.6,7.1,2.7,0.1,ri,0,0,0.0,3.7,7.2,11.5,2019-11-21
6.2,7.3,4.8,1.8,ri,0,0,0.7,2.2,5.6,9.4,2019-11-22
5.1,7.0,4.5,0.6,ri,0,0,0.0,1.6,3.5,5.9,2019-11-23
2.0,4.8,-0.4,0.0,,0,0,1.8,0.6,3.4,5.9,2019-11-24
0.9,3.7,-0.6,0.0,,0,0,4.0,1.0,3.9,5.9,2019-11-25
-0.4,2.8,-1.5,0.0,,0,0,4.7,1.2,2.7,4.0,2019-11-26
-2.8,0.0,-4.3,0.0,,0,0,3.5,1.0,3.0,4.9,2019-11-27
-1.0,1.6,-4.8,0.0,,0,0,0.6,1.4,3.6,5.0,2019-11-28
0.2,1.4,-0.9,1.7,sl,0,0,0.0,1.3,2.8,4.3,2019-11-29
2.1,3.4,-0.5,0.4,sl,0,0,1.0,1.7,3.4,5.4,2019-11-30
4.8,5.8,2.3,1.9,ri,0,0,0.0,3.3,7.4,12.2,2019-12-01
8.4,10.0,5.6,1.4,ri,0,0,0.0,6.8,11.4,18.7,2019-12-02
5.4,9.8,3.8,7.8,ri,0,0,0.0,5.3,10.1,16.2,2019-12-03
-0.7,4.1,-2.1,7.2,sl,4,4,0.0,3.2,8.8,13.9,2019-12-04
-2.5,2.2,-4.6,4.7,sn,8,4,2.3,1.4,7.8,13.8,2019-12-05
-2.5,0.2,-5.6,0.0,,5,4,2.5,2.6,5.6,10.4,2019-12-06
-1.2,0.9,-5.9,0.0,,6,4,0.0,4.5,8.5,15.6,2019-12-07
-1.3,3.5,-6.0,0.0,,5,4,3.7,2.8,8.5,13.0,2019-12-08
0.0,1.5,-3.9,1.1,sn,0,2,0.0,4.0,8.0,14.6,2019-12-09
-0.6,1.8,-1.9,7.1,sl,0,2,0.0,6.8,13.6,26.0,2019-12-10
-1.6,-0.5,-2.6,1.6,sn,10,4,0.0,7.4,14.2,23.1,2019-12-11
-2.9,-0.2,-5.3,0.0,,11,4,3.3,3.6,6.7,12.9,2019-12-12
-6.8,-1.6,-10.8,0.0,,9,4,0.6,3.2,5.7,9.5,2019-12-13
-6.7,-5.3,-10.2,0.0,,10,4,3.0,2.5,6.3,9.8,2019-12-14
-1.8,1.3,-10.0,0.0,,10,4,2.1,2.0,6.3,11.0,2019-12-15
-0.1,4.5,-3.5,0.0,,9,4,0.2,2.8,6.5,12.0,2019-12-16
-0.3,1.4,-2.5,0.0,,10,4,2.9,4.2,7.4,13.0,2019-12-17
-0.5,1.5,-3.5,0.0,,9,4,1.2,2.8,5.7,10.4,2019-12-18
0.5,1.7,-1.9,0.0,,9,4,0.8,2.8,5.7,12.1,2019-12-19
3.0,4.8,0.1,0.2,sn,9,4,0.0,3.5,8.4,15.7,2019-12-20
2.6,4.5,-0.3,0.0,,8,4,0.0,3.8,8.0,18.1,2019-12-21
1.0,2.3,-0.1,0.0,,8,4,0.0,3.2,9.1,18.4,2019-12-22
0.4,2.8,-0.8,0.0,,8,4,0.0,0.7,1.8,2.5,2019-12-23
0.6,1.2,-0.4,0.6,sn,9,4,0.0,1.0,4.9,8.6,2019-12-24
0.2,2.4,-0.2,0.2,sl,9,4,0.0,2.6,4.7,7.8,2019-12-25
2.4,3.9,-2.8,0.1,sn,9,4,0.0,5.1,8.2,15.1,2019-12-26
5.3,7.0,3.0,10.6,ri,0,0,0.0,3.7,8.0,13.4,2019-12-27
3.6,5.7,1.7,8.8,ri,0,0,0.0,2.5,4.6,7.9,2019-12-28
3.1,5.3,2.1,11.2,ri,0,0,0.5,3.7,9.7,15.1,2019-12-29
1.6,2.6,-0.6,0.1,sl,0,0,0.0,2.3,5.5,9.6,2019-12-30
5.4,7.3,1.4,7.3,sl,0,0,0.0,5.0,9.0,15.6,2019-12-31
1.3,6.4,0.9,8.9,ri,0,0,0.0,6.4,8.8,14.9,2020-01-01
-3.0,1.1,-5.3,5.3,sl,2,4,0.0,5.0,11.5,19.3,2020-01-02
-6.3,-2.9,-9.6,6.6,sn,10,4,0.0,3.5,8.7,15.0,2020-01-03
1.8,5.9,-9.6,1.8,sl,6,4,0.0,7.2,14.1,24.4,2020-01-04
2.9,5.0,1.1,14.6,sl,0,2,0.1,5.6,12.5,22.8,2020-01-05
2.3,4.8,1.2,7.3,ri,0,2,0.0,4.5,8.4,14.6,2020-01-06
0.2,3.8,-1.3,1.6,sl,0,2,0.0,9.8,16.9,26.1,2020-01-07
-0.8,0.3,-3.7,5.2,sl,0,2,0.0,9.5,17.2,27.2,2020-01-08
-2.3,0.8,-4.3,1.1,sn,0,2,0.0,8.8,13.7,23.2,2020-01-09
1.9,4.7,-3.9,5.7,sn,8,4,0.0,7.1,12.8,23.4,2020-01-10
-0.9,4.8,-3.3,7.1,sl,0,2,0.0,6.3,13.6,22.9,2020-01-11
-2.7,-0.4,-5.2,2.1,sn,3,4,0.0,6.4,9.7,17.9,2020-01-12
0.2,1.6,-2.6,8.3,sn,9,4,0.0,6.0,10.8,18.9,2020-01-13
1.6,2.6,0.3,0.1,sn,7,4,0.0,7.1,13.6,23.3,2020-01-14
0.9,2.4,-0.7,0.0,,6,4,2.6,3.2,11.8,22.5,2020-01-15
2.3,3.3,-0.2,0.0,,5,4,0.0,3.5,7.4,12.3,2020-01-16
-0.5,2.2,-1.8,2.0,sl,6,4,2.5,2.0,4.9,9.3,2020-01-17
-0.3,-0.4,-2.8,2.0,sn,8,4,0.0,3.3,10.6,16.6,2020-01-18
5.6,8.2,-0.7,12.1,ri,0,2,0.0,9.2,14.0,25.2,2020-01-19
1.1,5.8,-0.9,4.1,sl,0,2,0.1,8.2,12.8,23.1,2020-01-20
2.6,3.3,-0.5,2.9,sl,0,2,0.0,4.0,7.9,14.0,2020-01-21
4.2,8.5,1.1,5.9,sl,0,0,0.7,8.6,11.7,19.9,2020-01-22
-0.9,2.4,-2.8,7.0,sl,0,2,0.2,12.3,16.9,30.8,2020-01-23
0.0,1.3,-1.9,2.4,sn,0,2,0.0,4.8,11.0,18.6,2020-01-24
2.1,4.1,-0.7,0.4,sl,0,2,0.0,6.4,11.0,19.9,2020-01-25
1.7,3.2,0.0,5.0,sl,0,2,3.4,4.2,10.4,15.6,2020-01-26
0.5,2.3,-1.6,0.4,sl,0,2,0.8,4.5,6.2,12.0,2020-01-27
-0.4,2.1,-1.3,4.1,sn,8,4,3.5,3.2,6.5,12.8,2020-01-28
-2.7,1.9,-4.9,0.0,,6,4,6.2,1.9,4.0,5.7,2020-01-29
-1.4,2.1,-4.9,0.0,,6,4,6.1,1.8,5.2,8.0,2020-01-30
-1.1,2.9,-2.7,0.0,,7,4,5.5,2.5,7.2,12.9,2020-01-31
-4.0,0.9,-6.2,0.0,,7,4,5.2,1.4,2.9,4.7,2020-02-01
-2.4,-0.5,-5.9,0.0,,7,4,0.0,3.0,4.4,7.0,2020-02-02
0.5,1.3,-1.7,0.0,,7,4,0.0,2.4,5.0,8.6,2020-02-03
3.3,5.8,-0.7,0.2,sn,7,4,0.0,4.3,8.1,13.5,2020-02-04
7.1,7.6,5.3,13.5,ri,0,0,0.0,7.9,11.7,19.0,2020-02-05
6.4,9.2,4.8,2.4,ri,0,0,2.6,8.2,17.8,27.6,2020-02-06
6.1,7.7,4.7,3.6,ri,0,0,0.0,9.3,14.9,25.6,2020-02-07
1.7,7.2,0.5,6.6,sl,0,2,0.0,5.2,8.1,13.2,2020-02-08
-2.6,1.8,-2.9,4.3,sl,0,2,0.0,1.8,4.6,8.2,2020-02-09
0.0,1.0,-4.7,0.0,,0,2,0.1,7.0,10.6,19.9,2020-02-10
-1.6,1.9,-2.2,0.0,,0,2,5.8,3.7,10.2,15.3,2020-02-11
-5.0,-1.8,-8.4,0.0,,0,2,3.7,2.0,4.4,7.6,2020-02-12
-3.1,-2.1,-5.1,0.0,,0,2,0.0,6.4,10.7,20.5,2020-02-13
2.1,5.1,-2.3,0.5,sn,0,2,0.0,10.8,16.0,28.6,2020-02-14
2.2,4.9,-0.3,4.3,sl,0,2,0.0,5.7,11.8,19.9,2020-02-15
3.4,5.4,1.4,0.0,,0,2,5.7,4.9,8.9,12.7,2020-02-16
2.0,6.1,0.4,0.1,sl,0,2,6.6,4.2,12.6,21.0,2020-02-17
0.3,4.9,-2.0,0.0,,0,2,2.4,1.5,4.1,7.1,2020-02-18
-0.8,1.4,-3.5,0.6,sn,0,2,0.0,4.2,9.1,16.0,2020-02-19
1.1,2.5,-1.8,1.5,sn,0,2,3.4,4.5,8.1,16.7,2020-02-20
0.7,3.8,-1.2,0.0,,0,2,1.0,2.1,6.7,12.7,2020-02-21
-1.4,2.1,-3.1,0.0,,0,2,4.2,1.8,3.6,5.8,2020-02-22
-0.4,1.3,-2.8,2.8,sn,0,2,1.0,3.7,8.8,16.1,2020-02-23
-0.2,2.0,-0.2,6.4,sn,10,4,2.1,2.6,6.4,10.4,2020-02-24
-1.4,0.6,-4.5,0.8,sn,10,4,0.2,2.0,4.5,8.8,2020-02-25
-2.0,-0.1,-3.4,0.0,,8,4,5.5,4.0,7.7,12.7,2020-02-26
-3.4,-2.3,-5.1,2.4,sn,11,4,0.0,7.8,11.5,21.4,2020-02-27
-0.3,1.7,-3.3,5.0,sn,9,4,1.0,4.1,13.5,22.8,2020-02-28
-0.4,1.1,-3.3,0.4,sn,8,4,0.0,2.0,5.2,8.9,2020-02-29
2.1,3.6,-1.3,2.4,sn,9,4,0.0,6.9,10.6,18.2,2020-03-01
1.6,3.1,0.6,0.0,,5,4,2.0,8.0,11.4,18.4,2020-03-02
-0.9,2.0,-1.2,0.0,,5,4,0.2,3.1,7.1,13.0,2020-03-03
-1.8,1.3,-3.5,2.5,sn,0,2,3.6,3.2,5.3,8.4,2020-03-04
-1.2,1.7,-4.2,1.2,sn,9,4,8.5,4.0,7.5,12.6,2020-03-05
-2.6,1.2,-5.7,0.0,,8,4,9.2,2.8,6.7,11.0,2020-03-06
-0.4,1.4,-3.2,0.0,,0,2,0.1,5.3,9.5,16.4,2020-03-07
-2.2,4.6,-5.8,0.0,,0,2,10.1,1.6,4.4,7.7,2020-03-08
-2.0,0.4,-5.7,0.0,,3,4,1.1,5.8,9.4,17.3,2020-03-09
2.1,4.9,-3.2,0.1,sn,3,4,4.1,4.8,9.3,16.6,2020-03-10
0.4,4.1,0.0,0.0,,0,2,1.9,4.5,9.4,17.7,2020-03-11
-2.2,0.6,-4.1,0.0,,0,2,5.4,1.6,3.7,8.0,2020-03-12
-2.1,2.4,-3.9,1.7,sn,0,2,4.9,2.0,5.6,9.9,2020-03-13
-2.7,-0.2,-6.7,0.0,,5,4,10.7,2.8,5.1,8.2,2020-03-14
-1.8,3.3,-9.8,0.0,,4,4,0.0,5.0,10.0,17.7,2020-03-15
1.9,5.0,0.2,11.6,sl,0,2,2.0,3.9,11.3,20.2,2020-03-16
0.6,4.4,-0.4,3.4,sl,7,4,8.3,2.6,6.0,10.8,2020-03-17
-1.0,0.9,-1.5,0.6,sn,5,4,2.9,5.1,7.9,13.3,2020-03-18
-2.3,0.5,-7.3,0.1,sn,7,4,6.1,2.9,5.9,10.6,2020-03-19
3.3,5.0,-2.6,7.1,sl,7,4,0.0,7.6,12.0,19.8,2020-03-20
-0.6,5.1,-1.5,22.3,sl,10,4,2.8,3.6,8.3,14.6,2020-03-21
2.2,5.3,-2.2,4.2,sn,12,4,0.0,8.3,14.5,24.9,2020-03-22
2.5,5.4,1.1,21.1,sl,0,2,3.5,8.7,11.9,21.1,2020-03-23
1.5,4.8,-1.0,1.3,sl,0,2,5.4,4.9,10.2,16.0,2020-03-24
1.1,4.4,-0.5,3.8,sl,0,2,1.6,4.1,7.6,13.8,2020-03-25
-0.1,4.0,-1.1,1.2,sl,4,4,5.7,5.8,11.6,18.5,2020-03-26
0.0,2.2,-2.9,2.0,sn,0,2,4.4,4.6,10.3,17.1,2020-03-27
1.3,4.8,-4.2,0.0,,0,2,6.6,2.5,4.3,7.3,2020-03-28
5.2,7.3,3.2,0.1,ri,0,0,1.9,5.2,6.4,10.4,2020-03-29
5.4,6.9,4.5,0.0,,0,0,0.9,6.0,7.6,12.6,2020-03-30
4.8,6.8,3.9,0.0,,0,0,0.0,7.0,10.8,16.5,2020-03-31
-1.1,4.1,-5.0,4.0,ri,0,2,3.2,7.3,11.7,20.4,2020-04-01
-1.3,2.5,-4.8,1.1,sn,0,2,8.3,3.4,9.2,16.5,2020-04-02
-3.3,0.4,-7.2,0.0,,0,0,1.5,3.7,6.8,12.0,2020-04-03
-3.6,-0.7,-4.5,0.0,,0,0,0.0,6.6,10.8,20.3,2020-04-04
-0.6,0.4,-5.0,2.7,sn,0,2,0.0,5.8,9.9,18.6,2020-04-05
2.8,7.0,0.2,18.8,sl,0,0,5.3,8.7,11.3,22.2,2020-04-06
0.9,5.2,-1.7,2.7,sl,0,2,5.3,2.7,8.9,18.5,2020-04-07
0.5,4.4,-3.6,0.5,sn,0,0,12.5,1.6,3.5,5.1,2020-04-08
1.9,5.4,-2.0,0.0,,0,0,1.1,1.6,2.8,4.6,2020-04-09
2.9,4.8,0.5,0.0,,0,0,0.0,3.6,7.6,10.8,2020-04-10
6.1,10.1,4.7,6.0,sl,0,0,4.1,2.3,4.8,8.6,2020-04-11
4.2,8.9,0.4,0.0,,0,0,3.6,4.3,7.4,11.8,2020-04-12
5.7,7.7,4.8,5.6,ri,0,0,1.0,6.5,9.5,16.2,2020-04-13
4.2,6.1,3.0,0.7,ri,0,0,4.7,6.9,9.8,16.1,2020-04-14
3.1,6.4,0.9,1.4,sl,0,0,3.5,4.4,8.1,14.0,2020-04-15
4.7,7.7,1.6,0.4,sl,0,0,0.4,3.3,6.1,10.3,2020-04-16
7.2,9.8,5.3,2.3,ri,0,0,0.8,6.3,10.4,16.1,2020-04-17
5.2,7.9,2.4,0.5,ri,0,0,0.0,5.4,11.6,19.1,2020-04-18
7.2,9.0,1.4,21.3,ri,0,0,0.0,5.7,10.4,16.2,2020-04-19
8.5,10.4,7.6,1.0,ri,0,0,0.8,7.8,10.2,16.4,2020-04-20
7.5,9.1,7.0,0.8,ri,0,0,0.0,5.6,9.9,15.7,2020-04-21
5.8,9.2,3.0,2.4,ri,0,0,3.7,3.0,5.3,8.8,2020-04-22
6.1,8.4,3.7,0.3,ri,0,0,0.6,3.8,6.2,9.5,2020-04-23
6.3,7.7,4.9,0.1,ri,0,0,0.4,2.8,5.8,11.0,2020-04-24
7.2,13.1,2.7,2.0,ri,0,0,8.5,2.1,4.8,8.3,2020-04-25
6.9,10.3,3.6,0.0,,0,0,10.7,2.0,3.7,6.2,2020-04-26
7.0,11.2,4.6,0.0,,0,0,2.7,2.3,5.6,8.1,2020-04-27
6.5,9.4,4.7,0.0,,0,0,12.4,2.2,4.4,6.4,2020-04-28
6.0,10.4,1.9,0.0,,0,0,14.0,4.0,6.7,11.3,2020-04-29
6.2,11.5,1.3,0.0,,0,0,13.8,3.5,6.7,11.5,2020-04-30
5.1,10.2,3.8,0.0,,0,0,5.5,2.4,4.5,7.8,2020-05-01
2.7,6.7,0.6,0.0,,0,0,10.6,3.6,6.5,10.4,2020-05-02
3.4,7.4,-2.5,0.0,,0,0,14.8,2.2,4.3,6.4,2020-05-03
8.2,11.9,3.9,0.0,,0,0,5.1,8.0,10.4,17.6,2020-05-04
7.3,10.7,5.5,0.0,,0,0,11.5,5.0,9.2,16.1,2020-05-05
6.4,8.6,5.5,0.1,ri,0,0,2.4,3.3,6.3,9.7,2020-05-06
6.1,8.8,5.5,1.4,ri,0,0,4.6,3.2,5.8,8.3,2020-05-07
5.2,8.7,0.8,0.1,ri,0,0,16.4,3.0,5.7,9.2,2020-05-08
4.5,8.4,-1.0,0.0,,0,0,16.2,3.4,5.1,9.1,2020-05-09
5.4,8.6,0.6,0.0,,0,0,12.4,3.3,5.7,9.4,2020-05-10
6.4,9.1,5.5,0.3,ri,0,0,0.6,4.0,6.9,13.2,2020-05-11
4.9,9.0,2.5,0.5,ri,0,0,7.0,2.0,5.4,8.6,2020-05-12
6.4,9.0,3.1,0.8,ri,0,0,1.4,4.3,7.0,11.1,2020-05-13
6.6,7.8,5.6,4.6,ri,0,0,0.0,3.1,6.1,10.3,2020-05-14
6.6,9.8,4.3,2.9,ri,0,0,14.1,3.2,6.4,10.7,2020-05-15
6.7,11.7,1.0,0.0,,0,0,16.7,3.2,6.3,10.4,2020-05-16
6.4,10.9,3.8,0.0,,0,0,1.3,4.2,6.1,10.7,2020-05-17
6.8,10.5,4.3,0.0,,0,0,4.3,3.2,6.0,9.7,2020-05-18
7.2,11.9,3.2,0.2,ri,0,0,1.8,3.4,4.8,8.6,2020-05-19
8.1,11.1,4.4,0.8,ri,0,0,0.0,5.3,10.0,16.0,2020-05-20
9.7,13.2,7.3,5.6,ri,0,0,10.9,6.3,9.8,15.6,2020-05-21
12.1,16.7,7.6,0.1,ri,0,0,12.0,2.9,5.6,9.3,2020-05-22
11.4,16.2,6.2,0.0,,0,0,13.8,2.2,5.3,9.2,2020-05-23
7.5,16.6,4.2,0.5,ri,0,0,3.0,5.7,10.6,16.4,2020-05-24
7.4,11.0,4.0,13.3,ri,0,0,6.7,4.6,8.0,12.8,2020-05-25
6.4,7.9,5.2,11.4,ri,0,0,3.8,4.8,9.4,15.4,2020-05-26
7.2,8.7,5.3,1.9,ri,0,0,0.0,6.5,8.5,14.6,2020-05-27
10.1,14.2,6.8,4.5,ri,0,0,3.8,5.1,8.5,15.7,2020-05-28
10.3,11.8,9.8,3.9,ri,0,0,0.0,8.4,11.1,18.1,2020-05-29
8.9,12.1,6.2,2.3,ri,0,0,7.0,4.7,7.7,14.3,2020-05-30
7.7,10.7,6.0,2.6,ri,0,0,2.9,2.6,5.6,8.4,2020-05-31
8.8,12.4,4.8,1.4,ri,0,0,2.5,2.8,4.6,8.1,2020-06-01
8.6,11.2,8.0,0.3,ri,0,0,0.1,2.7,4.7,7.7,2020-06-02
8.2,10.1,6.7,0.4,ri,0,0,4.1,2.8,4.7,6.5,2020-06-03
9.3,13.1,6.7,0.0,,0,0,15.7,3.7,7.0,12.4,2020-06-04
6.7,11.5,3.2,0.0,,0,0,16.3,5.2,7.4,13.6,2020-06-05
8.3,11.3,3.2,0.0,,0,0,13.8,3.3,6.0,9.6,2020-06-06
9.8,13.5,6.6,0.0,,0,0,0.0,3.3,6.7,10.7,2020-06-07
8.9,11.2,7.4,0.8,ri,0,0,0.0,4.5,8.7,15.3,2020-06-08
8.6,11.4,5.5,4.2,ri,0,0,12.5,2.4,4.7,8.0,2020-06-09
10.5,13.6,7.0,0.0,,0,0,13.3,1.8,3.3,5.7,2020-06-10
10.5,15.3,8.5,0.0,,0,0,0.0,3.6,6.1,9.7,2020-06-11
9.1,12.6,7.9,1.4,ri,0,0,0.0,5.0,8.8,15.5,2020-06-12
8.3,11.2,5.7,16.1,ri,0,0,4.2,2.3,4.4,8.2,2020-06-13
9.4,11.3,6.8,1.5,ri,0,0,0.0,4.5,7.6,12.7,2020-06-14
9.2,11.9,7.7,8.7,ri,0,0,4.6,3.9,7.6,14.6,2020-06-15
8.6,10.8,5.5,2.7,ri,0,0,10.8,2.9,6.3,9.9,2020-06-16
9.7,14.6,5.1,0.8,ri,0,0,6.5,2.7,5.2,8.7,2020-06-17
10.5,13.9,7.7,0.0,,0,0,5.7,5.7,8.6,13.6,2020-06-18
11.5,14.9,8.7,0.0,,0,0,8.4,3.3,5.2,9.3,2020-06-19
12.5,16.5,9.5,2.8,ri,0,0,3.9,3.7,6.9,11.6,2020-06-20
15.3,21.4,12.2,0.0,,0,0,7.9,5.8,9.9,18.9,2020-06-21
10.8,19.9,9.7,0.4,ri,0,0,1.1,3.4,5.8,10.4,2020-06-22
10.6,12.9,7.2,2.5,ri,0,0,2.7,4.1,6.4,11.5,2020-06-23
10.9,14.2,9.3,1.9,ri,0,0,7.0,2.1,4.1,6.6,2020-06-24
9.5,13.4,7.8,1.2,ri,0,0,1.3,1.9,3.3,6.0,2020-06-25
10.7,14.0,8.2,0.1,ri,0,0,0.7,2.1,3.7,5.7,2020-06-26
12.7,17.3,8.4,1.1,ri,0,0,6.9,1.8,3.6,5.7,2020-06-27
